n_digits,base,unique_attractors,dominant_frequency,samples,most_common_attractor,state
95,78,1,1,20,Timeout,Constant
95,79,1,1,20,Timeout,Constant
95,80,1,1,20,Timeout,Constant
95,82,1,1,20,Timeout,Constant
95,83,1,1,20,Timeout,Constant
95,84,1,1,20,Timeout,Constant
95,85,1,1,20,Timeout,Constant
95,87,1,1,20,Timeout,Constant
95,89,1,1,20,Timeout,Constant
95,91,1,1,20,Timeout,Constant
95,100,1,1,20,Timeout,Constant
96,76,1,1,20,Timeout,Constant
96,83,1,1,20,Timeout,Constant
96,88,1,1,20,Timeout,Constant
96,94,1,1,20,Timeout,Constant
96,99,1,1,20,Timeout,Constant
97,50,1,1,20,Timeout,Constant
97,54,1,1,20,Timeout,Constant
97,56,1,1,20,Timeout,Constant
97,60,1,1,20,Timeout,Constant
97,62,1,1,20,Timeout,Constant
97,67,1,1,20,Timeout,Constant
97,68,1,1,20,Timeout,Constant
97,69,1,1,20,Timeout,Constant
97,70,1,1,20,Timeout,Constant
97,71,1,1,20,Timeout,Constant
97,72,1,1,20,Timeout,Constant
97,73,1,1,20,Timeout,Constant
97,75,1,1,20,Timeout,Constant
97,77,1,1,20,Timeout,Constant
97,78,1,1,20,Timeout,Constant
97,79,1,1,20,Timeout,Constant
97,80,1,1,20,Timeout,Constant
97,82,1,1,20,Timeout,Constant
97,83,1,1,20,Timeout,Constant
97,84,1,1,20,Timeout,Constant
97,85,1,1,20,Timeout,Constant
97,87,1,1,20,Timeout,Constant
97,88,1,1,20,Timeout,Constant
97,89,1,1,20,Timeout,Constant
97,91,1,1,20,Timeout,Constant
97,98,1,1,20,"[96,94,92,90,88,86,84,82,80,78,...]",Constant
98,33,1,1,20,Timeout,Constant
98,71,1,1,20,Timeout,Constant
98,76,1,1,20,Timeout,Constant
98,83,1,1,20,Timeout,Constant
98,88,1,1,20,Timeout,Constant
98,94,1,1,20,Timeout,Constant
98,97,1,1,20,Timeout,Constant
98,99,1,1,20,Timeout,Constant
99,48,1,1,20,Timeout,Constant
99,50,1,1,20,Timeout,Constant
99,54,1,1,20,Timeout,Constant
99,56,1,1,20,Timeout,Constant
99,60,1,1,20,Timeout,Constant
99,62,1,1,20,Timeout,Constant
99,67,1,1,20,Timeout,Constant
99,68,1,1,20,Timeout,Constant
99,72,1,1,20,Timeout,Constant
99,71,1,1,20,Timeout,Constant
99,75,1,1,20,Timeout,Constant
99,77,1,1,20,Timeout,Constant
99,78,1,1,20,Timeout,Constant
99,79,1,1,20,Timeout,Constant
99,80,1,1,20,Timeout,Constant
99,83,1,1,20,Timeout,Constant
99,84,1,1,20,Timeout,Constant
99,85,1,1,20,Timeout,Constant
99,87,1,1,20,Timeout,Constant
99,88,1,1,20,Timeout,Constant
99,91,1,1,20,Timeout,Constant
99,93,1,1,20,Timeout,Constant
99,95,1,1,20,Timeout,Constant
100,71,1,1,20,Timeout,Constant
100,76,1,1,20,Timeout,Constant
100,83,1,1,20,Timeout,Constant
100,88,1,1,20,Timeout,Constant
100,97,1,1,20,Timeout,Constant
100,99,1,1,20,Timeout,Constant
